Chapter,Poem,Poem_Sub_Ctgry,Poem_Title,Original_Text,Kunyomi_Reading,Kana_Transcription,Notes,Textual_Varients,Matter,Reading_Varient,Kana_len1,Kana_len2
1,29,29,過近江荒都時柿本朝臣人麻呂作歌,玉手次 畝火之山乃 橿原乃 日知之御世従 [或云 自宮] 阿礼座師 神之<盡> 樛木乃 弥継嗣尓 天下 所知食之乎 [或云 食来] 天尓満 倭乎置而 青丹吉 平山乎超 [或云 虚見 倭乎置 青丹吉 平山越而] 何方 御念食可 [或云 所念計米可] 天離 夷者雖有 石走 淡海國乃 樂浪乃 大津宮尓 天下 所知食兼 天皇之 神之御言能 大宮者 此間等雖聞 大殿者 此間等雖云 春草之 茂生有 霞立 春日之霧流 [或云 霞立 春日香霧流 夏草香 繁成奴留] 百礒城之 大宮處 見者悲<毛> [或云 見者左夫思毛],玉たすき 畝傍の山の 橿原の ひじりの御代ゆ [或云 宮ゆ] 生れましし 神のことごと 栂の木の いや継ぎ継ぎに 天の下 知らしめししを [或云 めしける] そらにみつ 大和を置きて あをによし 奈良山を越え [或云 そらみつ 大和を置き あをによし 奈良山越えて] いかさまに 思ほしめせか [或云 思ほしけめか] 天離る 鄙にはあれど 石走る 近江の国の 楽浪の 大津の宮に 天の下 知らしめしけむ 天皇の 神の命の 大宮は ここと聞けども 大殿は ここと言へども 春草の 茂く生ひたる 霞立つ 春日の霧れる [或云 霞立つ 春日か霧れる 夏草か 茂くなりぬる] ももしきの 大宮ところ 見れば悲しも [或云 見れば寂しも],たまたすき うねびのやまの かしはらの ひじりのみよゆ [みやゆ] あれましし かみのことごと つがのきの いやつぎつぎに あめのした しらしめししを [めしける] そらにみつ やまとをおきて あをによし ならやまをこえ [そらみつ やまとをおき あをによし ならやまこえて] いかさまに おもほしめせか [おもほしけめか] あまざかる ひなにはあれど いはばしる あふみのくにの ささなみの おほつのみやに あめのした しらしめしけむ すめろきの かみのみことの おほみやは ここときけども おほとのは ここといへども はるくさの しげくおひたる かすみたつ はるひのきれる [かすみたつ はるひかきれる なつくさか しげくなりぬる] ももしきの おほみやところ みればかなしも [みればさぶしも],なし,書 -> 盡 [元][類][冷] / 母 -> 毛 [元][類][冷],雑歌 作者：柿本人麻呂 荒都歌 大津 鎮魂 地名 枕詞 地名 滋賀,"たまたすき[寛],
うねびのやまの,[寛]うねひのやまの,
かしはらの[寛],
ひじりのみよゆ,[寛]ひしりのみよゆ,",302,338
1,30,30,（過近江荒都時柿本朝臣人麻呂作歌）反歌,樂浪之 思賀乃辛碕 雖幸有 大宮人之 船麻知兼津,楽浪の 志賀の辛崎幸 くあれど 大宮人の舟 待ちかねつ,ささなみの しがのからさき さきくあれど おほみやひとの ふねまちかねつ,なし,なし,雑歌 作者：柿本人麻呂 荒都歌 大津 鎮魂 地名 滋賀,"ささなみの[寛],
しがのからさき,[寛]しかのからさき,
さきくあれど,[寛]さきくあれと,
おほみやひとの[寛],
ふねまちかねつ[寛],",32,36
1,31,31,（（過近江荒都時柿本朝臣人麻呂作歌）反歌）,左散難弥乃 志我能 [一云 比良乃] 大和太 與杼六友 昔人二 亦母相目八毛 [一云 将會跡母戸八],楽浪の志賀の [一云 比良の] 大わだ淀むとも昔の人にまたも逢はめやも [一云 逢はむと思へや],ささなみの しがの [ひらの] おほわだ よどむとも むかしのひとに またもあはめやも [あはむとおもへや],なし,二 [類][古] 尓,雑歌 作者：柿本人麻呂 荒都歌 大津 鎮魂 地名 滋賀,"ささなみの[寛],
しがの,[寛]しかの,",47,50
1,32,32,高市古人感傷近江舊堵作歌 [或書云高市連黒人],古 人尓和礼有哉 樂浪乃 故京乎 見者悲寸,古の人 に我れあれや 楽浪の 古き都を見れ ば悲しき,いにしへの ひとにわれあれや ささなみの ふるきみやこを みればかなしき,なし,なし,雑歌 作者：高市黒人 荒都歌 大津 地名 滋賀,"いにしへの,[寛]ふるひとに,
ひとにわれあれや,[寛]われあるらめや,
ささなみの[寛],
ふるきみやこを[寛],
みればかなしき,[寛]みれはかなしき,",32,36
1,33,33,（高市古人感傷近江舊堵作歌 [或書云高市連黒人]）,樂浪乃 國都美神乃 浦佐備而 荒有京 見者悲毛,楽浪の国 つ御神のうら さびて 荒れたる都 見れば悲しも,ささなみの くにつみかみの うらさびて あれたるみやこ みればかなしも,なし,なし,雑歌 作者：高市黒人 荒都歌 大津 国魂 地名 滋賀,"ささなみの[寛],
くにつみかみの[寛],
うらさびて,[寛]うらさひて,
あれたるみやこ[寛],
みればかなしも,[寛]みれはかなしも,",31,35
1,34,34,幸于紀伊國時川嶋皇子御作歌 [或云山上臣憶良作],白浪乃 濱松之枝乃 手向草 幾代左右二賀 年乃經去良武 [一云 年者經尓計武],白波の浜松が枝の手向け草幾代までにか年の経ぬらむ [一云 年は経にけむ],しらなみの はままつがえの たむけくさ いくよまでにか としのへぬらむ [としはへにけむ],日本紀曰朱鳥四年庚寅秋九月天皇幸紀伊國也,曰 [冷][紀][細] 云,雑歌 作者：川島皇子 山上憶良 代作 紀州 和歌山 行幸 植物 地名,"しらなみの[寛],
はままつがえの,[寛]はままつかえの,
たむけくさ[寛],
いくよまでにか,[寛]いくよまてにか,
としのへぬらむ[寛],",40,43
1,35,35,越勢能山時阿閇皇女御作歌,此也是能 倭尓四手者 我戀流 木路尓有云 名二負勢能山,これやこの 大和にしては 我が恋ふる 紀路にありとい ふ名に負ふ背の山,これやこの やまとにしては あがこふる きぢにありといふ なにおふせのやま,なし,なし,雑歌 作者：阿閇皇女 羈旅 妹背 行幸 和歌山 紀州 地名 土地讃美,"これやこの[寛],
やまとにしては[寛],
あがこふる,[寛]わかこふる,
きぢにありといふ,[寛]きちにありといふ,
なにおふせのやま[寛],",33,37
1,36,36,幸于吉野宮之時柿本朝臣人麻呂作歌,八隅知之 吾大王之 所聞食 天下尓 國者思毛 澤二雖有 山川之 清河内跡 御心乎 吉野乃國之 花散相 秋津乃野邊尓 宮柱 太敷座波 百礒城乃 大宮人者 船並弖 旦川渡 舟<競> 夕河渡 此川乃 絶事奈久 此山乃 弥高<思良>珠 水激 瀧之宮子波 見礼跡不飽可<問>,やすみしし 我が大君の きこしめす 天の下に 国はしも さはにあれども 山川の 清き河内と 御心を 吉野の国の 花散らふ 秋津の野辺に 宮柱 太敷きませば ももしきの 大宮人は 舟並めて 朝川渡る 舟競ひ 夕川渡る この川の 絶ゆることなく この山の いや高知らす 水激る 瀧の宮処は 見れど飽かぬかも,やすみしし わがおほきみの きこしめす あめのしたに くにはしも さはにあれども やまかはの きよきかふちと みこころを よしののくにの はなぢらふ あきづののへに みやばしら ふとしきませば ももしきの おほみやひとは ふねなめて あさかはわたる ふなぎほひ ゆふかはわたる このかはの たゆることなく このやまの いやたかしらす みづはしる たきのみやこは みれどあかぬかも,（右日本紀曰 三年己丑正月天皇幸吉野宮 八月幸吉野宮 四年庚寅二月幸吉野宮 五月幸吉野宮 五年辛卯正月幸吉野宮 四月幸吉野宮者 未詳知何月従駕作歌）,並 [古][紀] 并 / 竟 -> 競 [元][類][紀] / 良思 -> 思良 [元][類][紀] / 聞 -> 問 [元][類][冷],雑歌 作者：柿本人麻呂 吉野 離宮 行幸 従駕 宮廷讃美 国見 地名 枕詞,"やすみしし[寛],
わがおほきみの,[寛]わかおほきみの,
きこしめす[寛],
あめのしたに[寛],
くにはしも[寛],
さはにあれども,[寛]さはにあれとも,
やまかはの[寛],
きよきかふちと,[寛]きよきかうちと,
みこころを[寛],
よしののくにの[寛],
はなぢらふ,[寛]はなちらふ,
あきづののへに,[寛]あきつののへに,
みやばしら,[寛]みやはしら,
ふとしきませば,[寛]ふとしきませは,
ももしきの[寛],
おほみやひとは[寛],
ふねなめて[寛],
あさかはわたる,[寛]あさかはわたり,
ふなぎほひ,[寛]ふなきほひ,
ゆふかはわたる,[寛]ゆふかはわたり,
このかはの[寛],
たゆることな[寛]く,
このやまの[寛],
いやたかしらす,[寛]いやたかからし,
みづはしる,[寛]みつの,
たきのみやこは[寛],
みれどあかぬかも,[寛]みれとあかぬかも,",163,189
1,37,37,（幸于吉野宮之時柿本朝臣人麻呂作歌）反歌,雖見飽奴 吉野乃河之 常滑乃 絶事無久 復還見牟,見れど飽か ぬ吉野の川の 常滑の絶 ゆることなく またかへり見む,みれどあかぬ よしののかはの とこなめの たゆることなく またかへりみむ,（右日本紀曰 三年己丑正月天皇幸吉野宮 八月幸吉野宮 四年庚寅二月幸吉野宮 五月幸吉野宮 五年辛卯正月幸吉野宮 四月幸吉野宮者 未詳知何月従駕作歌）,なし,雑歌 作者：柿本人麻呂 吉野 離宮 行幸 従駕 宮廷讃美 国見 地名,"みれどあかぬ,[寛]みれとあかぬ,
よしののかはの[寛],
とこなめの[寛],
たゆることなく[寛],
またかへりみむ[寛],",32,36
1,38,38,（幸于吉野宮之時柿本朝臣人麻呂作歌）,安見知之 吾大王 神長柄 神佐備世須登 <芳>野川 多藝津河内尓 高殿乎 高知座而 上立 國見乎為<勢><婆> 疊有 青垣山 々神乃 奉御調等 春部者 花挿頭持 秋立者 黄葉頭<刺>理 [一云 黄葉加射之] <逝>副 川之神母 大御食尓 仕奉等 上瀬尓 鵜川乎立 下瀬尓 小網刺渡 山川母 依弖奉流 神乃御代鴨,やすみしし 我が大君 神ながら 神さびせすと 吉野川 たぎつ河内に 高殿を 高知りまして 登り立ち 国見をせせば たたなはる 青垣山 山神の 奉る御調と 春へは 花かざし持ち 秋立てば 黄葉かざせり [一云 黄葉かざし] 行き沿ふ 川の神も 大御食に 仕へ奉ると 上つ瀬に 鵜川を立ち 下つ瀬に 小網さし渡す 山川も 依りて仕ふる 神の御代かも,やすみしし わがおほきみ かむながら かむさびせすと よしのかは たぎつかふちに たかとのを たかしりまして のぼりたち くにみをせせば たたなはる あをかきやま やまつみの まつるみつきと はるへは はなかざしもち あきたてば もみちかざせり [もみちばかざし] ゆきそふ かはのかみも おほみけに つかへまつると かみつせに うかはをたち しもつせに さでさしわたす やまかはも よりてつかふる かみのみよかも,（右日本紀曰 三年己丑正月天皇幸吉野宮 八月幸吉野宮 四年庚寅二月幸吉野宮 五月幸吉野宮 五年辛卯正月幸吉野宮 四月幸吉野宮者 未詳知何月従駕作歌）,吉 -> 芳 [元][類][紀] / <> -> 勢 [冷] / 波 -> 婆 [元] / 判 -> 刺 [元][類][紀] / 遊 -> 逝 [元],雑歌 作者：柿本人麻呂 吉野 離宮 行幸 従駕 宮廷讃美 国見 地名,"やすみしし[寛],
わがおほきみ,[寛]わかおほきみの,
かむながら,[寛]かみなから,
かむさびせすと,[寛]かみさひせすと,
よしのかは[寛],
たぎつかふちに,[寛]たきつかうちに,
たかとのを[寛],
たかしりまして[寛],
のぼりたち,[寛]のほりたち,
くにみをせせば,[寛]くにみをすれは,
たたなはる[寛],
あをかきやま,[寛]あをかきやまの,
やまつみの[寛],
まつるみつきと[寛],
はるへは,[寛]はるへには,
はなかざしもち,[寛]はなかさしもち,
あきたてば,[寛]あきたては,
もみちかざせり,[寛]もみちかさせり,",178,205
1,39,39,（幸于吉野宮之時柿本朝臣人麻呂作歌）反歌,山川毛 因而奉流 神長柄 多藝津河内尓 船出為加母,山川も依り て仕ふる神 ながら たぎつ河内に 舟出せすかも,やまかはも よりてつかふる かむながら たぎつかふちに ふなでせすかも,右日本紀曰 三年己丑正月天皇幸吉野宮 八月幸吉野宮 四年庚寅二月幸吉野宮 五月幸吉野宮 五年辛卯正月幸吉野宮 四月幸吉野宮者 未詳知何月従駕作歌,なし,雑歌 作者：柿本人麻呂 吉野 離宮 行幸 従駕 宮廷讃美 国見 地名,"やまかはも[寛],
よりてつかふる[寛],
かむながら,[寛]かみなから,
たぎつかふちに,[寛]たきつかうちに,
ふなでせすかも,[寛]ふなてするかも,",31,35
1,40,40,幸于伊勢國時留京柿本朝臣人麻呂作歌,鳴呼見乃浦尓 船乗為良武 Ｄ嬬等之 珠裳乃須十二 四寳三都良武香,嗚呼見の浦 に舟乗りすら むをとめら が玉裳の裾に 潮満つらむか,あみのうらに ふなのりすらむ をとめらが たまものすそに しほみつらむか,（右日本紀曰 朱鳥六年壬辰春三月丙寅朔戊辰浄<廣>肆廣瀬王等為留守官 於是中納言三輪朝臣高市麻呂脱其冠位Ｅ上於朝重諌曰 農作之前車駕未可以動 辛未天皇不従諌 遂幸伊勢 五月乙丑朔庚午御阿胡行宮）,なし,雑歌 作者：柿本人麻呂 留京 留守 伊勢行幸 地名,"あみのうらに[寛],
ふなのりすらむ[寛],
をとめらが,[寛]をとめらか,
たまものすそに[寛],
しほみつらむか[寛],",32,36
1,41,41,（幸于伊勢國時留京柿本朝臣人麻呂作歌）,釼著 手節乃埼二 今<日>毛可母 大宮人之 玉藻苅良<武>,釧着く答 志の崎に 今日もかも 大宮人の 玉藻刈るらむ,くしろつく たふしのさきに けふもかも おほみやひとの たまもかるらむ,（右日本紀曰 朱鳥六年壬辰春三月丙寅朔戊辰浄<廣>肆廣瀬王等為留守官 於是中納言三輪朝臣高市麻呂脱其冠位Ｅ上於朝重諌曰 農作之前車駕未可以動 辛未天皇不従諌 遂幸伊勢 五月乙丑朔庚午御阿胡行宮）,<> -> 日 [類][冷][紀] / 哉 -> 武 [類][冷][紀],雑歌 作者：柿本人麻呂 留京 留守 伊勢行幸 地名 枕詞,"くしろつく,[寛]たちはきの,
たふしのさきに[寛],
けふもかも[寛],
おほみやひとの[寛],
たまもかるらむ[寛],",31,35
1,42,42,（幸于伊勢國時留京柿本朝臣人麻呂作歌）,潮左為二 五十等兒乃嶋邊 榜船荷 妹乗良六鹿 荒嶋廻乎,潮騒に伊 良虞の島辺 漕ぐ舟に 妹乗るらむか 荒き島廻を,しほさゐに いらごのしまへ こぐふねに いものるらむか あらきしまみを,（右日本紀曰 朱鳥六年壬辰春三月丙寅朔戊辰浄<廣>肆廣瀬王等為留守官 於是中納言三輪朝臣高市麻呂脱其冠位Ｅ上於朝重諌曰 農作之前車駕未可以動 辛未天皇不従諌 遂幸伊勢 五月乙丑朔庚午御阿胡行宮）,なし,雑歌 作者：柿本人麻呂 留京 留守 伊勢行幸 地名,"しほさゐに[寛],
いらごのしまへ,[寛]いらこのしまへ,
こぐふねに,[寛]こくふねに,
いものるらむか[寛],
あらきしまみを,[寛]あらきしまわを,",31,35
1,43,43,（幸于伊勢國時）當麻真人麻呂妻作歌,吾勢枯波 何所行良武 己津物 隠乃山乎 今日香越等六,我が背子は いづく行く らむ沖つ藻 の名張の山を 今日か越ゆらむ,わがせこは いづくゆくらむ おきつもの なばりのやまを けふかこゆらむ,（右日本紀曰 朱鳥六年壬辰春三月丙寅朔戊辰浄<廣>肆廣瀬王等為留守官 於是中納言三輪朝臣高市麻呂脱其冠位Ｅ上於朝重諌曰 農作之前車駕未可以動 辛未天皇不従諌 遂幸伊勢 五月乙丑朔庚午御阿胡行宮）,なし,雑歌 作者：當麻真人麻呂妻 留京 留守 伊勢行幸 妻歌 枕詞 地名,"わがせこは,[寛]わかせこは,
いづくゆくらむ,[寛]いつちゆくらむ,
おきつもの[寛],
なばりのやまを,[寛]かくれのやまを,
けふかこゆらむ[寛],",31,35
